城市,类型,店名,点评,人均,口味,环境,服务,,,,,,
重庆,韩国料理,韩流自助烤肉,,39,,,,,,,,,
重庆,韩国料理,_转寿司,,,,,,,,,,,
重庆,韩国料理,韩式炸鸡,,,,,,,,,,,
中山,川菜,"诱惑,我家酸菜鱼",,,,,,,,,,,
中山,川菜,鸿龙川府,,,,,,,,,,,
中山,川菜,泰丰十三香焖鹅(泰丰店),,,,,,,,,,,
中山,川菜,小四川川菜馆,,,,,,,,,,,
中山,川菜,随意川菜馆,,,,,,,,,,,
中山,川菜,汇鑫园川湘食府,,,,,,,,,,,
中山,川菜,新万州烤鱼石锅鱼,,,,,,,,,,,
中山,川菜,山城川菜馆,,,,,,,,,,,
中山,农家菜,农家乐木桶饭,,,,,,,,,,,
中山,小龙虾,猫出没龙虾馆,,,,,,,,,,,
中山,湘菜,旭林木桶饭,,,,,,,,,,,
中山,湘菜,上菜呷饭(东升丽景店),,,,,,,,,,,
中山,湘菜,湘聚园湘菜馆(古镇店),,,,,,,,,,,
中山,湘菜,八里湘菜馆(快餐、小炒),,,,,,,,,,,
中山,湘菜,新概念会所,,,,,,,,,,,
中山,海鲜,众福源海鲜酒家,,,,,,,,,,,
中山,火锅,越味猪肚鸡,,28,,,,,,,,,
中山,火锅,兵锅鱼头(南朗店),,54,,,,,,,,,
中山,火锅,辣爷麻辣火锅店,,,,,,,,,,,
中山,小吃面食,福建沙县小吃,,,,,,,,,,,
中山,小吃面食,三乡赖粉,,,,,,,,,,,
中山,小吃面食,湖南省长沙金牌小吃臭豆腐,,,,,,,,,,,
中山,小吃面食,龙记面食店,,,,,,,,,,,
中山,小吃面食,海州鱼饼,,,,,,,,,,,
中山,小吃面食,河南饺子烩面馆,,,,,,,,,,,
中山,西餐,home cook 家香,,,,,,,,,,,
中山,自助餐,_钱自助牛杂火锅店,,,,,,,,,,,
中山,西餐,金牛披萨,,,,,,,,,,,
中山,面包甜点,考拉蛋糕(凯旋店)分店,,30,,,,,,,,,
中山,茶馆,茗木香居,,,,,,,,,,,
中山,茶馆,清友茗香茶庄,,,,,,,,,,,
中山,茶馆,思舒茶坊,,,,,,,,,,,
中山,茶馆,鑫龙茶庄,,,,,,,,,,,
中山,茶馆,马纳庄园,,,,,,,,,,,
中山,咖啡厅,素咖啡,,,,,,,,,,,
中山,其他,熊出没,,,,,,,,,,,
中山,烧烤,伟记烧烤食品,,,,,,,,,,,
中山,烧烤,王中王烧烤城,,,,,,,,,,,
中山,烧烤,玖玖烧烤,,,,,,,,,,,
中山,烧烤,四川宜宾好运来烧烤,,,,,,,,,,,
中山,酒吧,舞夜酒吧,,,,,,,,,,,
郑州,农家菜,聚香苑农庄,,,,,,,,,,,
郑州,农家菜,长白山初见农庄,,,,,,,,,,,
郑州,家常菜,长德家常菜,,,,,,,,,,,
郑州,家常菜,亿品香东北家常菜,,21,,,,,,,,,
郑州,家常菜,广电职工餐厅,,,,,,,,,,,
郑州,家常菜,香辣大盘鸡家常菜馆,,,,,,,,,,,
郑州,家常菜,聚味居家常菜,,,,,,,,,,,
郑州,家常菜,牛师傅家常菜大盘鸡,,,,,,,,,,,
郑州,家常菜,川菜家常菜,,,,,,,,,,,
郑州,家常菜,晋运家常菜,,,,,,,,,,,
郑州,家常菜,同福家常菜,,,,,,,,,,,
郑州,东北菜,杞县砂锅,,,,,,,,,,,
郑州,东北菜,生产队小食堂,,,,,,,,,,,
郑州,豫菜,家·味道,,25,,,,,,,,,
郑州,小龙虾,久如香小龙虾(大上海店)分店,,,,,,,,,,,
郑州,小龙虾,鬼街龙虾,,,,,,,,,,,
郑州,小龙虾,倍爽麻辣小海鲜,,,,,,,,,,,
郑州,湘菜,湖南大碗菜,,,,,,,,,,,
郑州,湘菜,皖南人家,,,,,,,,,,,
郑州,湘菜,土家人,,,,,,,,,,,
郑州,韩国料理,韩尚道韩式珍萃美食屋,,37,,,,,,,,,
郑州,日本料理,禾黍寿司,,,,,,,,,,,
郑州,日本料理,料理师,,,,,,,,,,,
郑州,西北菜,王师傅裤带面,,,,,,,,,,,
郑州,西北菜,农夫秘制大盘鸡,,,,,,,,,,,
郑州,西北菜,创宇餐饮·花溪牛肉米粉牛肉面(...,,15,,,,,,,,,
郑州,新疆菜,西北老狼大盘鸡,,,,,,,,,,,
郑州,粤菜,兄弟美食(宝龙店),,,,,,,,,,,
郑州,粤菜,潮汕小馆(新密店),,20,,,,,,,,,
郑州,自助餐,韩丽轩,,45,,,,,,,,,
郑州,粤菜,西双版纳芈云石斛茶餐厅,,,,,,,,,,,
郑州,自助餐,华茂软籽石榴,,,,,,,,,,,
郑州,北京菜,张记馋嘴鸭,,,,,,,,,,,
郑州,北京菜,京城烤鸭(沙口路店),,,,,,,,,,,
郑州,海鲜,BOBO虾岛藤,,,,,,,,,,,
郑州,海鲜,鲜咖鲜客音乐酒厨(大上海店)分店,,58,,,,,,,,,
郑州,江浙菜,嵩山饭店-望都厅,,,,,,,,,,,
郑州,私房菜,奇正排骨,,,,,,,,,,,
郑州,咖啡厅,正清堂,,,,,,,,,,,
长沙,私房菜,玖零幺,,,,,,,,,,,
长沙,私房菜,福满楼,,,,,,,,,,,
长沙,私房菜,大佬壳私房菜,,,,,,,,,,,
长沙,小龙虾,老长沙龙虾馆(四方坪店),,,,,,,,,,,
长沙,小龙虾,老长沙龙虾馆,,,,,,,,,,,
长沙,家常菜,岳阳家常菜馆(望月湖店),,,,,,,,,,,
长沙,家常菜,煤城早餐家常菜,,,,,,,,,,,
长沙,家常菜,韵生阁家常菜馆,,,,,,,,,,,
长沙,家常菜,简西轻餐,,,,,,,,,,,
长沙,家常菜,胡学家常菜馆,,,,,,,,,,,
长沙,粤菜,上肴再回楼茶餐厅(含浦店),,,,,,,,,,,
长沙,粤菜,间隔茶餐厅,,,,,,,,,,,
长沙,粤菜,港式清汤腩,,,,,,,,,,,
长沙,粤菜,江辉酒家,,,,,,,,,,,
长沙,粤菜,人人菜馆,,,,,,,,,,,
长沙,海鲜,腾飞的螃蟹(乐和城店),,,,,,,,,,,
长沙,海鲜,龙门花甲(洞阳店),,15,,,,,,,,,
长沙,海鲜,渔情未了,,,,,,,,,,,
长沙,海鲜,诚信冻油海鲜,,,,,,,,,,,
长沙,海鲜,虾来虾往,,,,,,,,,,,
长沙,海鲜,柴灶渔庄,,,,,,,,,,,
长沙,日本料理,Share menu外带寿司,,,,,,,,,,,
长沙,日本料理,爱晚亭铁板烧,,,,,,,,,,,
长沙,日本料理,七七韵味寿司,,,,,,,,,,,
长沙,日本料理,熊猫鲜森,,,,,,,,,,,
长沙,咖啡厅,君悦会·咖啡,,50,,,,,,,,,
长沙,西餐,绿滋轻食GREENSSS,,,,,,,,,,,
长春,私房菜,盛大东北风味私房菜,,,,,,,,,,,
长春,私房菜,宏发风味菜馆,,,,,,,,,,,
长春,小龙虾,丁丁龙虾,,,,,,,,,,,
长春,小龙虾,八毛撸烧烤小龙虾,,,,,,,,,,,
长春,小龙虾,贝记花甲,,,,,,,,,,,
长春,江浙菜,丰收,,,,,,,,,,,
长春,江浙菜,于杨饭店,,,,,,,,,,,
长春,江浙菜,湖南小厨士菜馆,,,,,,,,,,,
长春,江浙菜,快乐饼王特色菜馆,,,,,,,,,,,
长春,海鲜,蓝顶海鲜城,,,,,,,,,,,
长春,海鲜,忆青春海鲜香烩(建设路),,,,,,,,,,,
长春,海鲜,波海鲜菜调料海鲜,,,,,,,,,,,
长春,东南亚菜,榆树市东门外赵亚飞诊室,,,,,,,,,,,
长春,家常菜,二舅妈手擀面家常菜,,,,,,,,,,,
长春,家常菜,紫林杉特色烧烤家常菜,,,,,,,,,,,
长春,家常菜,特色小炒,,,,,,,,,,,
长春,家常菜,姐弟家常菜特色餐馆,,,,,,,,,,,
烟台,家常菜,泽恩家常菜,,,,,,,,,,,
烟台,粤菜,蓬祥小酒家,,,,,,,,,,,
烟台,江浙菜,醉仙楼,,,,,,,,,,,
烟台,江浙菜,舍得饭店,,,,,,,,,,,
烟台,新疆菜,西北四十五度,,,,,,,,,,,
烟台,日本料理,铁板 Express(佳世客店),,,,,,,,,,,
烟台,西餐,派乐汉堡,,,,,,,,,,,
烟台,西餐,板尚风情法式铁板烧(黄城店),,71,,,,,,,,,
烟台,西餐,乐德士牛扒,,,,,,,,,,,
烟台,西餐,新和盛炸鸡汉堡(北五里店)暂停营业,,15,,,,,,,,,
烟台,茶馆,茶飘香,,,,,,,,,,,
烟台,东北菜,东北骨头馆,,,,,,,,,,,
烟台,东北菜,金福缘东北菜馆,,,,,,,,,,,
烟台,东北菜,东北风味骨头店,,,,,,,,,,,
烟台,东北菜,北方汽修,,,,,,,,,,,
烟台,韩国料理,韩一饭,,,,,,,,,,,
徐州,家常菜,胖子家常菜,,10,,,,,,,,,
徐州,家常菜,影都家常菜,,,,,,,,,,,
徐州,家常菜,鸿泰牛肉家常菜,,,,,,,,,,,
徐州,农家菜,农家大院,,,,,,,,,,,
徐州,农家菜,大席小炒农家菜,,,,,,,,,,,
徐州,农家菜,老家乡乡土菜地锅,,,,,,,,,,,
徐州,海鲜,龙潮海鲜大咖,,,,,,,,,,,
徐州,海鲜,穿越魔石咕噜鱼,,,,,,,,,,,
徐州,酒吧,0516酒吧,,,,,,,,,,,
徐州,酒吧,82's酒吧,,,,,,,,,,,
徐州,东北菜,酱骨蒸饺,,,,,,,,,,,
徐州,东北菜,新惠烧烤.砂锅,,,,,,,,,,,
徐州,东北菜,独一处,,,,,,,,,,,
徐州,东北菜,阿喜砂锅,,,,,,,,,,,
徐州,东北菜,玉轩农家院,,40,,,,,,,,,
徐州,火锅,老北京涮羊肉正宗盱眙龙虾,,,,,,,,,,,
徐州,火锅,帝王火锅,,,,,,,,,,,
徐州,快餐简餐,杨氏味道·重庆小面,,10,,,,,,,,,
徐州,烧烤,思烤者(陈猛烤翅银河湾旗舰店),,52,,,,,,,,,
徐州,烧烤,挂羊头,,30,,,,,,,,,
徐州,烧烤,聚集地烧烤,,,,,,,,,,,
徐州,韩国料理,佳诺饭烤冷面韩式炸鸡脆皮炸鸡,,,,,,,,,,,
徐州,韩国料理,韩国小馆(步行街),,,,,,,,,,,
徐州,韩国料理,春香炸鸡(绿地商务城店),,,,,,,,,,,
徐州,韩国料理,刘家寿司,,,,,,,,,,,
徐州,韩国料理,韩国爱丽,,,,,,,,,,,
徐州,西餐,元气沙拉,,,,,,,,,,,
徐州,西餐,德林维客多西餐酒吧,,,,,,,,,,,
徐州,西餐,手抓饼汉堡,,,,,,,,,,,
徐州,自助餐,皮皮自助烧烤,,,,,,,,,,,
徐州,川菜,炳军川菜馆,,,,,,,,,,,
徐州,川菜,重庆饭店,,,,,,,,,,,
徐州,川菜,有点特色烤鱼,,,,,,,,,,,
徐州,咖啡厅,米壳咖啡西餐厅,,,,,,,,,,,
徐州,江浙菜,味道江湖,,,,,,,,,,,
徐州,面包甜点,欢乐牧场奎小鲜奶吧,,,,,,,,,,,
西安,私房菜,九月私房菜,,,,,,,,,,,
西安,私房菜,紫汀私房菜,,,,,,,,,,,
西安,私房菜,朱记私房菜,,,,,,,,,,,
西安,私房菜,川湘鱼酷私房菜,,,,,,,,,,,
西安,农家菜,农家锅巴饭(凯瑞美食城店),,,,,,,,,,,
西安,私房菜,肖肖虾盒,,,,,,,,,,,
西安,家常菜,民食天小炒,,,,,,,,,,,
西安,江浙菜,忠继鸡公煲店,,,,,,,,,,,
西安,江浙菜,杨刘锋水盆羊肉馆,,,,,,,,,,,
西安,江浙菜,高新区文军菜馆,,,,,,,,,,,
西安,江浙菜,常来常往,,,,,,,,,,,
西安,江浙菜,五谷地饭皇饭店,,,,,,,,,,,
西安,湘菜,香味居,,,,,,,,,,,
西安,湘菜,泰_酒店餐饮,,40,,,,,,,,,
西安,湘菜,牛兄弟厨房,,,,,,,,,,,
西安,湘菜,湖南餐馆,,,,,,,,,,,
西安,粤菜,西京花园餐厅西区,,,,,,,,,,,
西安,西北菜,刚刚肉丸胡辣汤,,,,,,,,,,,
西安,海鲜,钢蹦海鲜烤厂,,,,,,,,,,,
西安,小龙虾,八斤小龙虾餐馆,,,,,,,,,,,
西安,小龙虾,盱眙虾神龙虾(凤城五路),,,,,,,,,,,
西安,日本料理,魔法寿司,,,,,,,,,,,
西安,韩国料理,全加福韩式料理,,,,,,,,,,,
西安,韩国料理,张三炸鸡店,,,,,,,,,,,
西安,韩国料理,三只熊紫菜包饭,,,,,,,,,,,
西安,韩国料理,年糕火锅,,,,,,,,,,,
西安,自助餐,鼎鼎香自助火锅,,,,,,,,,,,
西安,自助餐,尚捞,,,,,,,,,,,
西安,自助餐,闲来聚飘香自助小火锅,,,,,,,,,,,
西安,自助餐,延安串串,,,,,,,,,,,
西安,其他,1983台湾鸡翅包饭,,20,,,,,,,,,
西安,新疆菜,大盘鸡麻食,,,,,,,,,,,
西安,新疆菜,伊祥斋(长缨西路店),,,,,,,,,,,
武汉,私房菜,多火私厨,,,,,,,,,,,
武汉,家常菜,虾蟹鲜鱼馆(东吴大道店),,,,,,,,,,,
武汉,家常菜,养生牛肉汤家常菜馆,,,,,,,,,,,
武汉,家常菜,王氏家常小炒,,,,,,,,,,,
武汉,家常菜,银台小厨,,,,,,,,,,,
武汉,家常菜,龙瑞大酒店,,,,,,,,,,,
武汉,湘菜,老湘好家常菜,,,,,,,,,,,
武汉,湘菜,湘味轩小厨(友谊路店),,32,,,,,,,,,
武汉,湘菜,湖南菜菜,,,,,,,,,,,
武汉,粤菜,星连心茶餐厅(大洋百货店),,27,,,,,,,,,
武汉,粤菜,粤潮兴,,,,,,,,,,,
武汉,粤菜,广式烧腊饭(北七店),,,,,,,,,,,
武汉,粤菜,正港记(尚未营业),,,,,,,,,,,
武汉,粤菜,景和美食馆(尚未营业),,,,,,,,,,,
武汉,海鲜,臻品海鲜主题餐厅,,,,,,,,,,,
武汉,日本料理,一棵白菜饮品,,,,,,,,,,,
武汉,日本料理,韩式铁板烧,,,,,,,,,,,
武汉,韩国料理,明洞,,,,,,,,,,,
武汉,东南亚菜,娘惹裙厨,,66,,,,,,,,,
武汉,自助餐,可可自助餐,,,,,,,,,,,
武汉,自助餐,好滋味自助快餐,,,,,,,,,,,
武汉,自助餐,精品自助餐,,,,,,,,,,,
武汉,小龙虾,凤爪王烧烤龙虾,,,,,,,,,,,
武汉,小龙虾,馋猫虾蟹,,,,,,,,,,,
无锡,小龙虾,盱眙飘香龙虾(春潮店),,,,,,,,,,,
无锡,小龙虾,金湖龙虾,,45,,,,,,,,,
无锡,东北菜,山水人家,,,,,,,,,,,
无锡,东北菜,东北秋木耳,,,,,,,,,,,
无锡,东北菜,大众菜馆,,,,,,,,,,,
无锡,大闸蟹,周氏水产阳澄湖大闸蟹,,,,,,,,,,,
无锡,大闸蟹,阳澄湖大闸蟹(后宅店),,,,,,,,,,,
无锡,大闸蟹,太湖大闸蟹专卖,,,,,,,,,,,
无锡,私房菜,壹代佳厨,,,,,,,,,,,
无锡,私房菜,太湖三白私房菜,,,,,,,,,,,
无锡,家常菜,阿三家常菜馆,,,,,,,,,,,
无锡,湘菜,阿娟蒸菜馆,,,,,,,,,,,
无锡,湘菜,川湘小厨,,,,,,,,,,,
无锡,徽菜,乡村地锅鸡,,,,,,,,,,,
无锡,农家菜,皖南面饭馆,,,,,,,,,,,
无锡,韩国料理,相关吃,,,,,,,,,,,
无锡,西餐,凡仔汉堡,,,,,,,,,,,
无锡,烧烤,小李烧烤,,,,,,,,,,,
乌鲁木齐,家常菜,原味家常拌面,,,,,,,,,,,
乌鲁木齐,川菜,巴特鱼庄,,61,,,,,,,,,
乌鲁木齐,川菜,巴蜀老汉,,,,,,,,,,,
乌鲁木齐,东北菜,卉茵阁葱花饼,,,,,,,,,,,
乌鲁木齐,江浙菜,品味阁饭店,,,,,,,,,,,
乌鲁木齐,江浙菜,靳师傅椒麻土鸡店,,,,,,,,,,,
乌鲁木齐,烧烤,八点半(日月星光3店),,,,,,,,,,,
乌鲁木齐,烧烤,艾孜孜烧烤,,,,,,,,,,,
乌鲁木齐,烧烤,五福烧烤,,,,,,,,,,,
乌鲁木齐,烧烤,有滋有味,,,,,,,,,,,
乌鲁木齐,韩国料理,吾热克扎烤肉店(urukzar店),,,,,,,,,,,
乌鲁木齐,茶馆,北辰茶业,,,,,,,,,,,
乌鲁木齐,茶馆,水云涧,,,,,,,,,,,
乌鲁木齐,茶馆,澜花会,,,,,,,,,,,
乌鲁木齐,咖啡厅,COFFEE,,,,,,,,,,,
乌鲁木齐,咖啡厅,飞越网咖会所,,,,,,,,,,,
乌鲁木齐,咖啡厅,金业客国际咖啡,,,,,,,,,,,
乌鲁木齐,咖啡厅,子曰咖啡暂停营业,,25,,,,,,,,,
乌鲁木齐,咖啡厅,爱乐派咖啡,,,,,,,,,,,
乌鲁木齐,新疆菜,兄弟椒麻鸡,,25,,,,,,,,,
乌鲁木齐,面包甜点,柔软时光烘焙坊(农大店),,68,,,,,,,,,
乌鲁木齐,日本料理,你的时候,,,,,,,,,,,
乌鲁木齐,面包甜点,a里蛋糕(北京北路店),,,,,,,,,,,
温州,咖啡厅,MERCI,,,,,,,,,,,
温州,咖啡厅,新动力机车咖啡,,,,,,,,,,,
温州,咖啡厅,布吧·甘,,,,,,,,,,,
温州,咖啡厅,maybe,,,,,,,,,,,
温州,咖啡厅,有享云商咖啡,,,,,,,,,,,
温州,川菜,巴蜀人家川菜馆(上塘店),,,,,,,,,,,
温州,小龙虾,真壕吃(水心店),,,,,,,,,,,
温州,小龙虾,虾老大,,,,,,,,,,,
温州,小龙虾,虾打虾闹十三香小龙虾,,,,,,,,,,,
温州,小龙虾,俩小厨(东新街),,,,,,,,,,,
温州,小龙虾,虾咪咪龙虾馆(宫后路),,,,,,,,,,,
温州,湘菜,赣湘菜馆 百里店,,,,,,,,,,,
温州,湘菜,口味堂(鞋都大道店),,,,,,,,,,,
温州,湘菜,乡巴佬,,41,,,,,,,,,
温州,湘菜,熊家小灶,,,,,,,,,,,
温州,湘菜,湘味小厨,,,,,,,,,,,
温州,湘菜,味湘菜馆,,,,,,,,,,,
温州,湘菜,香辣饭店,,,,,,,,,,,
温州,湘菜,鲜香楼(湘菜馆),,,,,,,,,,,
温州,海鲜,爱尚自助海鲜烧烤火锅,,,,,,,,,,,
温州,海鲜,野生海鲜,,,,,,,,,,,
温州,海鲜,口福海鲜楼,,,,,,,,,,,
温州,酒吧,蘑菇家,,,,,,,,,,,
温州,茶馆,华莱健黑茶馆,,,,,,,,,,,
温州,茶馆,臣品茶楼,,,,,,,,,,,
温州,茶馆,林滟中医草药药茶铺,,,,,,,,,,,
温州,茶馆,琴韵大堂吧,,,,,,,,,,,
温州,小吃面食,正新鸡排(星际路店),,14,,,,,,,,,
温州,烧烤,新疆阿力巴巴烧烤,,,,,,,,,,,
温州,烧烤,香海烤虾,,,,,,,,,,,
温州,新疆菜,阿勇熟食(打绳巷店),,,,,,,,,,,
温州,日本料理,花季语寿司(时代店),,50,,,,,,,,,
温州,日本料理,斌蕾韩式料理店,,,,,,,,,,,
温州,日本料理,花季语寿司(百里店),,,,,,,,,,,
温州,日本料理,n多寿司(钱库店),,,,,,,,,,,
温州,日本料理,重庆鱼庄·铁板烧,,,,,,,,,,,
温州,西餐,MuaPizza(温州鹿城店),,,,,,,,,,,
温州,自助餐,川余自助火锅(尚未营业),,,,,,,,,,,
温州,西餐,星膳美,,,,,,,,,,,
温州,东北菜,阿伟饭店,,,,,,,,,,,
温州,东北菜,砂锅居(桥下店),,,,,,,,,,,
温州,东北菜,阿乐砂锅,,,,,,,,,,,
温州,东北菜,和州大饼店,,,,,,,,,,,
温州,东北菜,八盘八传统菜,,,,,,,,,,,
温州,粤菜,肥仔烧鹅,,,,,,,,,,,
温州,粤菜,子鲤港式茶餐厅,,33,,,,,,,,,
温州,粤菜,龙湾村港式烧腊,,,,,,,,,,,
温州,韩国料理,韩国石锅拌饭,,,,,,,,,,,
温州,韩国料理,品清韩国料理,,,,,,,,,,,
温州,韩国料理,饭爷炸鸡拌饭(学仕路店),,,,,,,,,,,
天津,农家菜,乡村赶水辣子鸡,,,,,,,,,,,
天津,家常菜,POKE,,,,,,,,,,,
天津,家常菜,普通家常菜,,,,,,,,,,,
天津,家常菜,晋运家常菜馆,,,,,,,,,,,
天津,家常菜,南一食堂营养套餐系列,,,,,,,,,,,
天津,台湾菜,守明畜牧场,,,,,,,,,,,
天津,小龙虾,腊津津芝士_龙虾,,,,,,,,,,,
天津,湘菜,一品湘菜馆(曦霞路),,,,,,,,,,,
天津,东北菜,东北农家院,,,,,,,,,,,
天津,粤菜,老穆羊汤羊肉饼,,,,,,,,,,,
天津,粤菜,红天马鸽粮饲料,,,,,,,,,,,
天津,新疆菜,聚鑫顺,,,,,,,,,,,
天津,北京菜,国胜烤鸭店,,,,,,,,,,,
天津,北京菜,小魏庄晓彤盐_鸡粤式烤鸭,,,,,,,,,,,
天津,北京菜,北京果木烤鸭,,,,,,,,,,,
天津,自助餐,自助香拌手擀面,,,,,,,,,,,
天津,自助餐,伯意源牛排海鲜自助,,,,,,,,,,,
天津,上海江浙,聚香园饭店,,,,,,,,,,,
天津,上海江浙,得一鲜阳澄湖大闸蟹(红桥区店)分店,,,,,,,,,,,
天津,上海江浙,金龙麟,,,,,,,,,,,
天津,咖啡厅,思慕杰,,18,,,,,,,,,
天津,咖啡厅,宗宗咖啡,,,,,,,,,,,
天津,咖啡厅,麦咖啡(开发道),,27,,,,,,,,,
太原,农家菜,乡村面食馆,,,,,,,,,,,
太原,私房菜,壹家私厨,,,,,,,,,,,
太原,私房菜,回味轩,,,,,,,,,,,
太原,私房菜,田园菜馆,,,,,,,,,,,
太原,创意菜,金海湾商务酒店餐饮部,,46,,,,,,,,,
太原,小龙虾,寂寞的小龙虾,,,,,,,,,,,
太原,晋菜,百姓渔村(敦化坊店),,,,,,,,,,,
太原,东北菜,晋鼎轩大盆骨(清徐店),,45,,,,,,,,,
太原,东北菜,胖胖粗粮馆,,,,,,,,,,,
太原,川菜,印象成都(长风店),,,,,,,,,,,
太原,川菜,龙老大麻辣香锅(龙老大麻辣香锅),,,,,,,,,,,
太原,川菜,徐沟巴蜀老大纸包鱼,,,,,,,,,,,
太原,川菜,辣府私厨,,,,,,,,,,,
太原,川菜,盛源川菜屋,,,,,,,,,,,
太原,西北菜,绿洲羊右玉羊肉,,,,,,,,,,,
太原,粤菜,酒家醉翁堂,,,,,,,,,,,
太原,新疆菜,锦秀苑饭庄,,,,,,,,,,,
太原,新疆菜,高氏大盘鸡,,,,,,,,,,,
太原,新疆菜,运城大盘鸡,,,,,,,,,,,
太原,江浙菜,巩利饭店(建设路店),,,,,,,,,,,
太原,江浙菜,吕梁小厨,,,,,,,,,,,
太原,新疆菜,高式大盘鸡,,,,,,,,,,,
太原,烧烤,烤肉拌饭,,13,,,,,,,,,
太原,烧烤,完美生活时尚烤吧,,,,,,,,,,,
太原,烧烤,东北烧烤,,,,,,,,,,,
太原,烧烤,光头烧烤海鲜二部,,,,,,,,,,,
太原,韩国料理,老郭勾刀面,,,,,,,,,,,
太原,日本料理,语轩铁板烧,,,,,,,,,,,
太原,茶馆,下关沱茶,,,,,,,,,,,
太原,茶馆,御茶园(天美名店),,,,,,,,,,,
太原,茶馆,六碗半茶,,,,,,,,,,,
太原,茶馆,国叶茶业,,,,,,,,,,,
太原,酒吧,Drink Bar,,,,,,,,,,,
太原,酒吧,Zebra Bar斑马酒吧,,,,,,,,,,,
太原,酒吧,彼诺酒窖,,,,,,,,,,,
太原,咖啡厅,Coffe起程咖啡,,,,,,,,,,,
太原,湘菜,湘缘蜀地菜馆,,,,,,,,,,,
太原,咖啡厅,华欲咖啡厅(尚未营业),,,,,,,,,,,
太原,湘菜,浙湘阁,,,,,,,,,,,
太原,西餐,阿堡仔,,,,,,,,,,,
太原,西餐,鱼儿西式快餐,,,,,,,,,,,
太原,自助餐,胖胖自助小火锅(小新街店),,,,,,,,,,,
太原,自助餐,一品香自助小火锅,,,,,,,,,,,
台州,湘菜,胖子湘菜馆,,,,,,,,,,,
台州,湘菜,时尚火锅,,,,,,,,,,,
台州,湘菜,湘汉餐饮,,,,,,,,,,,
台州,家常菜,江西特色小炒(晨曦路),,,,,,,,,,,
台州,家常菜,松城小炒,,,,,,,,,,,
台州,家常菜,兄弟小炒(金海西巷),,,,,,,,,,,
台州,家常菜,杭州风味特色小炒,,,,,,,,,,,
台州,川菜,鸿福麻辣香锅,,,,,,,,,,,
台州,川菜,好记酸菜鱼(飞鹤路店),,,,,,,,,,,
台州,东北菜,阿斌羊肉砂锅,,,,,,,,,,,
台州,东北菜,阿宏砂锅饭,,11,,,,,,,,,
台州,东北菜,唐记砂锅本地老鸭煲,,,,,,,,,,,
台州,东北菜,东北饺子馆,,,,,,,,,,,
台州,东北菜,古品砂钵饭,,,,,,,,,,,
台州,东北菜,桂花羊肉砂锅,,,,,,,,,,,
台州,东北菜,乔府大院米市粮食应急供应点,,,,,,,,,,,
台州,东北菜,巴山情缘砂锅店,,,,,,,,,,,
台州,小龙虾,杨四龙虾,,,,,,,,,,,
台州,东北菜,三毛蟹煲(石粘店),,30,,,,,,,,,
台州,粤菜,南园茶餐厅,,,,,,,,,,,
台州,小龙虾,阿勇龙虾馆(车站),,,,,,,,,,,
台州,烧烤,蒙古巴图鲁烤羊腿,,,,,,,,,,,
台州,烧烤,享吃烧烤,,,,,,,,,,,
台州,烧烤,金月亮烤吧,,,,,,,,,,,
台州,烧烤,一路飘香,,,,,,,,,,,
台州,烧烤,有料撸串烧烤吧(尚未营业),,,,,,,,,,,
台州,韩国料理,新石器,,,,,,,,,,,
台州,韩国料理,爵士牛排,,,,,,,,,,,
台州,韩国料理,正宗小熊年糕,,,,,,,,,,,
台州,韩国料理,彤的来,,,,,,,,,,,
台州,西餐,幸福里披萨,,30,,,,,,,,,
台州,西餐,忆尚坊自助牛排(箬横店),,,,,,,,,,,
台州,海鲜,金湖龙虾,,,,,,,,,,,
台州,海鲜,渔家小海鲜,,,,,,,,,,,
台州,海鲜,全球海鲜珍选,,,,,,,,,,,
台州,海鲜,好丸家(瘦肉丸、章鱼丸),,,,,,,,,,,
台州,海鲜,老爷海鲜,,,,,,,,,,,
台州,海鲜,龙门花甲,,,,,,,,,,,
台州,海鲜,城东华鑫川菜馆,,,,,,,,,,,
台州,海鲜,七百味香辣蟹暂停营业,,,,,,,,,,,
台州,海鲜,阿林饺子馆,,,,,,,,,,,
台州,火锅,玉林串串香美食城,,42,,,,,,,,,
台州,火锅,鱼品记鱼火锅,,28,,,,,,,,,
台州,火锅,小任性火锅,,,,,,,,,,,
台州,火锅,重庆金老汉烧鸡公,,,,,,,,,,,
台州,酒吧,Bunker Club,,,,,,,,,,,
台州,咖啡厅,熊宝堡茶饮屋,,,,,,,,,,,
台州,咖啡厅,带我去远方,,,,,,,,,,,
台州,自助餐,吾爱牛排,,,,,,,,,,,
台州,茶馆,春来茶行,,,,,,,,,,,
台州,茶馆,闲茗居,,,,,,,,,,,
苏州,私房菜,北方食府(黄桥店),,,,,,,,,,,
苏州,面馆,老陕西面馆(观前街店),,15,,,,,,,,,
苏州,徽菜,安徽饭店,,,,,,,,,,,
苏州,徽菜,安徽土菜馆,,,,,,,,,,,
苏州,徽菜,三河饭店,,,,,,,,,,,
苏州,徽菜,徽州御厨,,,,,,,,,,,
苏州,湘菜,兄弟饭店,,30,,,,,,,,,
苏州,湘菜,湘源土菜,,67,,,,,,,,,
苏州,小吃快餐,台资味台式便当(学士街),,,,,,,,,,,
苏州,茶馆,玩_wow.art.co,,,,,,,,,,,
苏州,茶馆,锦和茶楼,,,,,,,,,,,
苏州,酒吧,Cosmo,,,,,,,,,,,
